0:-20.7489979781911 1:11.880098832165363 2:6.045222108170876 3:2.8314468083227964 4:3.3737096534700464 5:2.0250806133838712 6:-1.3641407417837248 7:-1.4950175136375117 8:-1.0448724777231555 9:-0.5780694010024694 10:-0.42796665381337096 11:1.8745858853888056 
0:-4.921260132188033 1:9.726488466420236 2:7.348328545221673 3:3.506825636048001 4:2.6170910927001074 5:1.5104759820948754 6:1.1435005134372034 7:-1.1173302223797266 8:-2.554150168281512 9:-2.5957513613708443 10:-1.2283961820989728 11:1.1778593777608857 
0:-20.929444733774 1:16.438487194802224 2:4.2315763134352995 3:6.081549353540495 4:3.9684271358729353 5:3.4125298147578302 6:2.7857462775873265 7:1.7990150621963754 8:-1.0750647248632728 9:-0.47083641806497356 10:0.13121005447002454 11:-1.8520147778643703 
0:-5.486232976494524 1:11.278998240176694 2:5.611673758915926 3:4.8733072751948745 4:3.8683507246548317 5:2.702058744376788 6:0.3051901780951697 7:-1.9745412838769287 8:-1.4340151331621456 9:-0.4075498640504863 10:1.0222105866330604 11:1.4963616520546306 
0:-1.7046699405439192 1:11.031232452866131 2:4.380610120354994 3:5.138214588932845 4:6.268486623812112 5:2.1259031077374204 6:1.5476188266696624 7:-0.7414471403045092 8:-1.7459629942844836 9:0.36616761343920556 10:-0.4809473493002123 11:-0.8833015319900214 
0:-7.826586493631149 1:12.681385747015733 2:6.613100507605314 3:3.678041100776285 4:2.933063971441224 5:1.34867715604255 6:1.0413708493339011 7:1.665281925980421 8:2.4760442606958044 9:2.1684135594837692 10:1.7278588305881792 11:0.9383412156778106 
0:2.841282970596249 1:10.17313294399524 2:4.8322429920908645 3:3.4796775531758612 4:3.807093135412276 5:3.2138172739829716 6:2.9445694527080857 7:2.411768383299378 8:1.2587698643814083 9:1.1626121651465953 10:1.0368761438999556 11:0.8238683206455627 
0:-31.413751884951893 1:13.918901532011796 2:2.399181100769121 3:7.34989301778587 4:5.300207388046492 5:5.222765413330023 6:3.4581454991314593 7:4.054821027146707 8:-0.01067207660497882 9:2.014359274875805 10:-0.19002261465092074 11:0.39630729650882435 
0:-13.191370983631089 1:12.223588487118738 2:5.135301909640836 3:2.5090201851995797 4:4.681809217714805 5:2.9868026268067345 6:2.6749266453873286 7:4.538872249030871 8:3.989095817812044 9:4.533156994875098 10:1.3061283984043843 11:-0.7973177012217088 
0:-10.538103353964248 1:12.152019679098926 2:5.4592266477871565 3:2.4810038402995036 4:4.639224924154455 5:4.1093267322926685 6:2.5563372820608565 7:2.0962502755529897 8:1.6633181414603226 9:1.4225294301121092 10:-0.07219643137791243 11:-0.3620514471892651 
0:-13.941206474890663 1:13.003523261535184 2:6.265815267013981 3:4.3096387528389215 4:4.51936150348119 5:2.5693208874849067 6:3.609605251216949 7:4.786442716649859 8:0.009584041411033528 9:0.8448810633956805 10:0.08780126637068308 11:0.667445348996275 
0:-7.644632682839686 1:12.666768383521733 2:7.279439081023259 3:4.017584729220962 4:1.761319152496089 5:3.2544199487615346 6:3.3114040174074617 7:1.9129637276160067 8:0.36569143781822555 9:2.4757107857029697 10:1.3276196035886163 11:-1.0752090482088703 
0:-4.1563803293459705 1:10.458729209369913 2:7.85756913301212 3:4.7116614425281025 4:4.170847159974178 5:2.4111132818671517 6:1.1041750301851845 7:-1.1295703409407694 8:-3.115839204238643 9:-2.2718219733850975 10:-0.029436928610104218 11:3.0203550415245863 
0:-7.711241803332781 1:10.113308749350423 2:5.786507609803674 3:4.00883942995272 4:3.3171055274914316 5:0.4750459060737475 6:-0.5761665882631866 7:-0.6898489038939317 8:-4.387238924151359 9:-3.9946221944983162 10:-1.7734379849496706 11:-0.9082014014184533 
0:-19.638826370934908 1:10.6601906913258 2:1.7951759245566006 3:2.5917916493658284 4:1.277798591795233 5:-0.8341063617275781 6:-0.14330588859105364 7:-0.48124016868028896 8:-0.8577166080735193 9:1.2228267030716606 10:0.27190996138053425 11:-0.45262101464968585 
0:-16.676955849195863 1:11.754962744068091 2:4.039126925970989 3:2.4242216106078978 4:2.2014569180567367 5:2.6949115620661734 6:-0.059019631932792915 7:-1.5475604413025497 8:-2.2006312527793996 9:-0.664791671076286 10:-0.5135606010875088 11:0.18854612670048454 
0:-2.7379986708070305 1:12.81228917170266 2:-3.4633733762359937 3:-2.260299046607042 4:1.1936851683810188 5:2.1550588794167784 6:1.0132703736033284 7:3.1456130019978983 8:0.23504931764120385 9:-2.0531701308968424 10:-2.4530871287490594 11:0.7547877433456631 
0:-11.442298765690035 1:13.906007623043655 2:-11.506004749786133 3:-1.4925124855643828 4:2.137376317966537 5:4.854344609264973 6:1.0661499197045488 7:-4.035279324426587 8:-0.9172128378371404 9:0.7537490938341922 10:2.5493902528983003 11:3.642755220152638 
0:-17.383956058641193 1:18.470007952186386 2:-18.150470082650205 3:-3.1493219208900896 4:-1.1165243409971999 5:3.864896831734697 6:-1.4430948088545792 7:-5.544959801598349 8:-3.29738169514584 9:-1.8597570799405276 10:2.9974481460847837 11:0.7904495214405967 
0:-17.306995695258276 1:8.73882236789145 2:-10.971686259499743 3:-6.074845669219381 4:2.5045212223116637 5:7.470213311143415 6:2.4167146567649507 7:-1.4379595841897663 8:-1.062789033467851 9:1.232953031540692 10:2.0476080217996504 11:-0.487863451192009 
0:-13.265749251004829 1:10.065960113961932 2:-2.2558417329050093 3:0.05802122527508757 4:3.9397667688663818 5:3.9197016253594743 6:0.9711757257726485 7:-2.3543355568615993 8:-4.618943690091742 9:1.207724354882756 10:2.8406640044178317 11:0.30933249482694214 
0:-8.521855605721461 1:11.622054909676628 2:5.2666238079639465 3:2.7270141663842726 4:0.40971975449526776 5:-1.1239934720693419 6:-0.8479018304814401 7:-2.2018049624819227 8:-2.089574908665127 9:-2.953571873710981 10:-2.439023295182054 11:0.4275180103342541 
0:-7.558210993823031 1:12.35297702403718 2:7.0609882147985985 3:2.38716227038719 4:0.7724405704092987 5:1.4792832889872354 6:2.0398218583280903 7:-0.11991630460567682 8:-1.5128372308712983 9:-2.1490820152845256 10:-2.3304890600442754 11:0.44933666167329556 
0:-2.9938932942697023 1:13.16537001057387 2:6.600600386033085 3:2.897095595870352 4:4.249288384170041 5:0.528214328363029 6:-0.10575144179590629 7:-2.846164749775369 8:-2.8513870024586105 9:-0.14921515098274168 10:-1.715287585518502 11:-1.0884043254831142 
0:4.174909226061992 1:9.867334451735685 2:6.024043561255967 3:2.6703253699975673 4:1.47502136809172 5:1.5872675517818458 6:2.1145655371213055 7:-0.4777070453582982 8:-1.0863615784440028 9:-0.2244787947717811 10:-0.8545434120698436 11:0.5987516208594053 
0:-11.894417665149229 1:12.481099034439838 2:6.621155327302928 3:4.376608071385418 4:4.165277355596906 5:3.516867752595013 6:0.15276976111185037 7:0.5109134441294559 8:2.737326897483014 9:1.4552479710303499 10:-0.5295008057185538 11:1.0084491319691682 
0:-28.428588636731828 1:17.32725936697072 2:0.9473860098505562 3:8.041909117356544 4:2.421489736248582 5:6.525220983951303 6:2.242351564042134 7:2.314693085829415 8:1.398295263422777 9:4.028183331614338 10:-0.5017460980093165 11:-0.48552896264873713 
0:-31.45598826120768 1:23.42394944374559 2:-0.9982662626353598 3:11.546164257584373 4:-1.416792355966598 5:7.256509148639476 6:0.9207657572174832 7:4.3502685730032615 8:-0.18149876726167014 9:0.2640776790921282 10:-0.24644010218789703 11:-1.1354674896422559 
0:-7.8698855658554985 1:11.201020373080663 2:5.134850119869365 3:3.7159835323298056 4:3.4553207432486834 5:2.5142249371098826 6:1.1312171811495102 7:4.143350096019188 8:3.777277325682614 9:3.3276178395295832 10:-0.43127991102657653 11:-0.8158680466658644 
0:-7.095849718717236 1:14.633226279068126 2:6.798538309694394 3:3.7135991197363136 4:4.031820204534306 5:0.5910157113527322 6:0.8118258251764071 7:3.9661100683354085 8:0.6380447640358414 9:1.271379650354752 10:-1.4532042932825335 11:-1.0814829790031453 
0:-1.1464744896069836 1:12.94410540773282 2:8.029768291184908 3:3.606003819339084 4:1.6833848963481113 5:3.288799374573187 6:0.5970781763857743 7:1.1128143678576081 8:2.7013010331980465 9:2.2994527330890024 10:-0.4023571856417318 11:-1.631939983082704 
0:-28.689410116544597 1:16.659836186759126 2:5.83798404788811 3:7.396986460686939 4:-1.9337464262039568 5:5.16965591788603 6:2.250190801618643 7:3.4122249935947124 8:0.5109697673177211 9:3.664167750802972 10:0.8245208836262186 11:2.031502234893285 
0:-16.453067974245805 1:14.10689782731178 2:8.18942501752002 3:4.655170275467623 4:5.04554709445312 5:3.419945912720191 6:1.1950254816707204 7:2.80470718644938 8:1.98817535078812 9:3.353510101180584 10:-2.1693359032108557 11:-1.0575514017578997 
0:-24.876407106925054 1:15.587362497305108 2:5.01406985815306 3:5.161300704129239 4:0.6214291579025639 5:3.54777830556362 6:2.6720932555125225 7:2.1864723666835264 8:1.882710128000808 9:5.8652372559801735 10:2.000706411354757 11:0.26596772110769673 
0:-13.149370187175267 1:13.107209505761942 2:8.33108065007009 3:5.79873754631216 4:4.855942990757194 5:2.3569778865258533 6:3.3138359388454766 7:0.9088971987617703 8:-1.7298860660894304 9:1.3956265294520984 10:-0.5103721731803479 11:0.5813559299727891 
0:-3.3815030931235888 1:10.243869410191746 2:6.221081799707307 3:5.795480332324662 4:1.8531558207591194 5:0.1894086043536804 6:1.9393689177295834 7:-1.23430220629557 8:-2.810668689477276 9:-1.1634132631460652 10:-1.6352886973413463 11:0.7830850052577759 
0:-0.42418531728735065 1:7.787872798182534 2:0.5009012762373138 3:8.730934310572353 4:1.1923143197341544 5:-2.0303065548267574 6:2.091377367157925 7:-0.8293936020606818 8:-2.9420643383381235 9:0.9217888754008972 10:-1.3623040141880933 11:-2.813034126652205 
0:9.657841751501536 1:2.1399852563549695 2:-5.201502314279739 3:6.370650849357732 4:-1.0126134461191294 5:-2.2920541138094843 6:2.3609242295357333 7:0.735601157598903 8:-0.962975641822488 9:1.9650951649228017 10:-0.9281182743873985 11:-2.533529116426472 
0:-9.490836690637076 1:16.4378505423774 2:0.7580092504756499 3:3.4531523667529225 4:2.590993757811976 5:3.2718303772674098 6:4.078687723710836 7:-0.4380796208123039 8:-0.6137146862109424 9:1.9123382577042807 10:-0.36802282621341 11:-0.8859076898018092 
0:-11.469227872394045 1:14.470041117039383 2:2.2181626022427867 3:4.474381501568594 4:4.98299935087295 5:2.902662023208234 6:1.9781626203424196 7:-1.2266546173482369 8:1.272421000632247 9:4.036968156114624 10:0.906855991023567 11:0.45660228623679533 
0:-25.826850942272593 1:18.807568401171203 2:-5.419993329103798 3:8.654706382985106 4:4.0648896771239045 5:7.006842660665586 6:8.406967979644923 7:2.8964011938582783 8:1.602658701007242 9:2.9853861517773943 10:1.847002203305927 11:-0.6738583055580971 
0:-14.52940847381232 1:13.268889752005945 2:2.2784664600668507 3:6.821183151481271 4:5.525578058340905 5:3.9657111480825056 6:5.174254618441723 7:-0.0692855178842604 8:-0.12849271086539282 9:3.415845271801256 10:2.4700693984360678 11:0.9124349379886467 
0:-6.3038691254718575 1:12.573278373440887 2:5.529986091886307 3:6.284409747780902 4:4.253246381600544 5:1.852861016318593 6:3.207068118438821 7:0.5555020083592574 8:1.4439033093646798 9:3.031141634538379 10:1.0150413569169077 11:-0.2625086209705966 
0:-7.056328682340752 1:8.294536724607761 2:6.494723883141297 3:7.7958960376059 4:3.8086879050193763 5:1.1495813645656496 6:1.9658118120829267 7:1.254512805290081 8:3.5253870663228772 9:5.374804447398416 10:2.565748977197245 11:-1.176635286250591 
0:-5.390565904629748 1:10.133277862616016 2:4.982723601465403 3:5.264769659525894 4:3.043370499577745 5:2.3306727801845333 6:2.629734078197513 7:0.7371969831696992 8:2.598120244924334 9:4.726198950977619 10:3.124780325812761 11:-0.6191036623188624 
0:-30.585518316907653 1:18.510114249364477 2:-0.011686499635148895 3:9.284201152406057 4:1.2031545650220536 5:7.447150833779492 6:4.007988993757662 7:1.7916664732812875 8:3.260603508376533 9:2.708407718749415 10:1.1306613241795835 11:-1.8571632820973805 
0:-8.584780296050424 1:10.080391293484809 2:4.492103956888873 3:1.7836203378968798 4:3.135950418692822 5:5.40106845895624 6:5.933678081625766 7:2.7960793703450215 8:1.3777765894871323 9:1.2033244975296602 10:-0.38720206440343263 11:-0.041767251465289146 
0:5.01583329153219 1:11.234973825260571 2:5.49451355443109 3:3.6599738991475768 4:2.0656665717977085 5:0.7595133522515305 6:1.259645852003188 7:-0.291048459161491 8:-2.351819966159151 9:-1.8107082159045125 10:-0.4801205548178902 11:0.1682849365324725 
0:-4.857203496309128 1:12.705829545824017 2:5.912332122736249 3:3.6241227315324682 4:1.6930115275292765 5:1.248175569671491 6:3.5738754758596416 7:0.9225645345716582 8:-4.406365377608789 9:-2.265415529333631 10:0.3114950712726191 11:0.9005803344472074 
0:-5.717906635092541 1:12.266567046218142 2:4.3408240252748955 3:1.6852071651429315 4:0.7116200879271308 5:0.6375649944215181 6:-0.9617349126309658 7:-2.741594040468631 8:-1.9149225925237272 9:-1.800964290145818 10:-0.027249533807385373 11:0.9604271314108801 
0:-5.9646990132812 1:7.616362928304311 2:4.3495956650244185 3:2.9258731117770553 4:0.46677144431881845 5:0.5045195128962222 6:1.092624570437939 7:-2.8928387333055716 8:-4.9791930705881615 9:-3.806314485150063 10:-2.4278700027043607 11:1.4108562317846305 
0:-12.713839913274926 1:8.943085319438321 2:1.5021432366532674 3:0.7892332802820327 4:-1.5004384179032786 5:-2.390923662663172 6:-1.8079701745179144 7:-2.1277134246576317 8:-4.186077690106482 9:-2.7571468715285277 10:-2.9236167562750235 11:-1.38214304921382 
0:-6.190963699721563 1:11.700479623627963 2:3.583287203963936 3:-0.18385949050152461 4:0.7037979758576528 5:-1.1898655436532275 6:-0.9802547363709002 7:-2.810641333987636 8:-6.5147583670954035 9:-5.247700287105514 10:-2.6618155445725296 11:-1.0838327793764573 
0:-19.709562929332634 1:16.668207645787984 2:3.4733376659055395 3:4.997719976576997 4:3.150876906459482 5:2.4129994991269097 6:2.934030077631994 7:2.7898147267579727 8:0.42663349306367837 9:1.1640050896598442 10:-1.1109068404919742 11:0.44620364755469666 
0:-18.868200225165094 1:15.9400240689196 2:4.050712559729182 3:4.813930957837432 4:2.9372875344406086 5:5.71165752428622 6:3.313922374888777 7:1.620302632894086 8:0.48226135533797243 9:1.5705474085497704 10:1.694856799434491 11:-2.040749669558653 
0:-11.82501066069443 1:11.1662929739068 2:6.078607695242413 3:6.11128909383976 4:5.979830603375458 5:1.8527879353410688 6:-0.7334450299390636 7:0.47176224635931635 8:-0.00964351363124516 9:-0.2516760593177856 10:0.8970837164951291 11:-1.123245051786665 
0:-10.224597664701657 1:15.789915528252557 2:5.747805771951341 3:3.000914672422436 4:1.219091206761171 5:0.697036582972064 6:2.5608481984836473 7:1.2706302374630445 8:-2.1515693196229817 9:-0.22785634204436445 10:-0.20017507343013952 11:-0.16222847902181703 
0:-2.5456850982263277 1:11.804194554337423 2:4.726204846117655 3:2.731438322876013 4:3.5744382552055254 5:1.6939138088146608 6:0.828931030305601 7:-1.1667291228109322 8:-1.9219831796260238 9:-1.5799886709247764 10:-2.198649412319066 11:-0.3313654813842464 
0:-0.9965821361344404 1:11.67736574355694 2:3.9777317299268082 3:0.6872934378453324 4:1.220333381894199 5:2.583572245063258 6:3.1758605226215133 7:0.033256250685388455 8:-0.8494884628825949 9:-0.932989317340929 10:-0.6945907388869291 11:0.48410952659178924 
0:-5.419034615085276 1:11.195023878813505 2:4.432447944890114 3:2.6157857044944253 4:2.7360453330223273 5:1.216668681300927 6:2.5915834510099143 7:2.8948189430360887 8:1.0447323894094906 9:-3.307480940487799 10:-2.999842932575561 11:0.9430379782420152 
0:-0.4373896629558792 1:9.820560135662467 2:5.418381702935794 3:1.2564837269669342 4:0.7931219986607425 5:1.532972468685286 6:1.6076786795049989 7:-0.23504126365142797 8:-3.0214381149587726 9:-4.002875354880225 10:-1.330759594106434 11:1.9834574308108306 
0:-10.469828392314161 1:12.323475205871636 2:3.761400524373596 3:1.2992908394896352 4:-0.24101381379806208 5:0.002975639847059286 6:1.3322537184092802 7:1.3306429469569196 8:-1.6036621576598886 9:-1.811536743128328 10:-1.0631489121190931 11:1.1499103848042682 
0:-9.365279607202595 1:13.058377851439097 2:5.44321443494299 3:2.9550673304800354 4:2.0726271364137925 5:2.4815522357409083 6:1.7033657333951813 7:0.5585768781239702 8:0.9672507019720225 9:2.4598771697254507 10:0.678491607379992 11:-0.73240064767101 
0:-28.456243458015443 1:19.33300932732482 2:3.7952595052544744 3:5.495244081206374 4:0.14621928531401052 5:5.925474557147808 6:4.571841218768158 7:2.703886008005094 8:1.7939014735554646 9:3.8950318421457304 10:2.854601797727063 11:-1.794704201081418 
0:-35.04234375625296 1:20.535107182917137 2:1.2278246095230476 3:10.140831611233665 4:1.6069779358026115 5:9.11220516926651 6:3.4934164679392046 7:4.214488534659365 8:1.582684132451694 9:1.7040233595465557 10:1.3466760809491238 11:-2.5909292206180563 
0:-31.163632370624512 1:17.216816652274826 2:3.9746004487537077 3:6.7024071620326495 4:4.129594541849388 5:7.234013732534562 6:4.7073419684698505 7:5.3985349446017015 8:2.52993320601044 9:1.342276793439369 10:-0.08334041084863375 11:-0.7537375265080937 
0:-29.473605686148368 1:21.799434449110187 2:0.7669053888587762 3:8.70192502421393 4:3.4788623878275007 5:7.77613496815536 6:3.0114130906127086 7:4.422809409705523 8:3.090913037652406 9:2.667304299036516 10:1.3388952156500613 11:-1.910117213402418 
0:-28.35419828491205 1:16.820001215938735 2:3.0315825072501776 3:8.557012688769625 4:4.366008960949731 5:7.7679831847983865 6:5.867843652428537 7:6.045220112358306 8:1.6772592585106434 9:-0.4552380598546364 10:-1.2936148314717708 11:-0.285609915891887 
0:-27.78807978529889 1:22.94590255078908 2:3.187652286978943 3:9.14085628905444 4:2.7085508712257806 5:2.610024446406177 6:1.057399655229859 7:1.5549784370845552 8:1.7986065655133605 9:1.598692721626903 10:-0.002763153287487441 11:2.686902994286063 
0:-1.9181353635814093 1:12.67533759352527 2:6.382229971052063 3:2.2469568187442794 4:0.6889270232743278 5:1.978290280915455 6:4.29188086945941 7:2.76569735882331 8:0.97141732928773 9:0.5358674483156534 10:1.5235797589727635 11:-0.24667937485561992 
0:-3.118835647257699 1:12.872915572052168 2:5.503079325465225 3:2.6737338081258506 4:3.5535969069545645 5:2.2558062080397634 6:1.985135761750767 7:1.030441802950537 8:-1.5280978737622535 9:-4.713389364212542 10:-1.448057489337581 11:0.09843432909520067 
0:-4.557703504952703 1:12.678835370754584 2:5.014160097791797 3:2.0416906188056902 4:3.9289169330476397 5:0.9847138310844981 6:-0.3033166043554471 7:-0.6151026764606251 8:-1.9574377191022947 9:-1.5223240962722047 10:0.0644571556567104 11:1.4211890750922818 
0:-7.313342767409568 1:9.817844906182266 2:3.262142547607132 3:1.36026921287544 4:2.313203212726011 5:2.688812730203271 6:2.606122007911247 7:0.11174860334084302 8:-0.10009931271012196 9:1.2652587427028366 10:-0.6855624031404998 11:-0.8374679868193234 
0:-16.957505580725595 1:10.555209328976714 2:3.2907449015133565 3:3.3856018373706793 4:2.8726745542537286 5:0.04695681722979694 6:2.5641578050912663 7:3.8217462048452884 8:2.061383001986322 9:1.9602128531948575 10:1.1333998074184248 11:-0.7465241982607247 
0:-4.244563294418738 1:11.525353290789257 2:7.588251443268829 3:5.378759308556497 4:4.26746987064611 5:2.3908868986934895 6:0.8346952204485074 7:-0.7196308785081014 8:-0.6330431045546778 9:-0.8222048918799976 10:-0.657606436883019 11:-0.43605073377616393 
0:-34.16428655911328 1:23.543022865395628 2:0.28105785804637673 3:11.582788524439765 4:2.6652541127835914 5:4.535805063868797 6:8.121674515330039 7:0.10660731078513574 8:3.1058809362706956 9:1.9364034167939168 10:-0.4339076751065081 11:-0.19684073925342283 
0:-19.54006911117471 1:19.750850626791323 2:-1.0369297148847783 3:9.438909960298911 4:5.312201093329421 5:2.5549380519428357 6:6.513918594174199 7:2.6072361027227773 8:2.806264573443216 9:3.9375306173450833 10:2.5265935621172426 11:-1.1845892456590585 
0:-22.56340005413006 1:23.515653568215104 2:-2.1510775193057627 3:10.04091955077664 4:3.6848813319557525 5:2.0719974518496462 6:4.386696853152047 7:0.9287289495753823 8:5.966688341002337 9:4.621332936115751 10:1.5297632020704324 11:0.5471385524706176 
0:-31.316007720704864 1:23.981529542378837 2:0.33718519968586724 3:11.462421571892898 4:5.650699687686508 5:6.095707425392861 6:6.481962802108383 7:1.1317657973945188 8:6.400017390927895 9:2.3120421832328892 10:-0.8409284474217338 11:0.494760664755745 
0:-27.168724894146173 1:19.546800916536732 2:4.259767813605984 3:9.07613206908458 4:6.0434681027911665 5:5.984928749468793 6:5.606255271513177 7:2.3073554721925986 8:5.110313319971967 9:2.6604763107439915 10:0.264031831940996 11:0.1453390211520993 
#kipzod
