1:-20.7489979781911 2:11.880098832165363 3:6.045222108170876 4:2.8314468083227964 5:3.3737096534700464 6:2.0250806133838712 7:-1.3641407417837248 8:-1.4950175136375117 9:-1.0448724777231555 10:-0.5780694010024694 11:-0.42796665381337096 12:1.8745858853888056 
1:-4.921260132188033 2:9.726488466420236 3:7.348328545221673 4:3.506825636048001 5:2.6170910927001074 6:1.5104759820948754 7:1.1435005134372034 8:-1.1173302223797266 9:-2.554150168281512 10:-2.5957513613708443 11:-1.2283961820989728 12:1.1778593777608857 
1:-20.929444733774 2:16.438487194802224 3:4.2315763134352995 4:6.081549353540495 5:3.9684271358729353 6:3.4125298147578302 7:2.7857462775873265 8:1.7990150621963754 9:-1.0750647248632728 10:-0.47083641806497356 11:0.13121005447002454 12:-1.8520147778643703 
1:-5.486232976494524 2:11.278998240176694 3:5.611673758915926 4:4.8733072751948745 5:3.8683507246548317 6:2.702058744376788 7:0.3051901780951697 8:-1.9745412838769287 9:-1.4340151331621456 10:-0.4075498640504863 11:1.0222105866330604 12:1.4963616520546306 
1:-1.7046699405439192 2:11.031232452866131 3:4.380610120354994 4:5.138214588932845 5:6.268486623812112 6:2.1259031077374204 7:1.5476188266696624 8:-0.7414471403045092 9:-1.7459629942844836 10:0.36616761343920556 11:-0.4809473493002123 12:-0.8833015319900214 
1:-7.826586493631149 2:12.681385747015733 3:6.613100507605314 4:3.678041100776285 5:2.933063971441224 6:1.34867715604255 7:1.0413708493339011 8:1.665281925980421 9:2.4760442606958044 10:2.1684135594837692 11:1.7278588305881792 12:0.9383412156778106 
1:2.841282970596249 2:10.17313294399524 3:4.8322429920908645 4:3.4796775531758612 5:3.807093135412276 6:3.2138172739829716 7:2.9445694527080857 8:2.411768383299378 9:1.2587698643814083 10:1.1626121651465953 11:1.0368761438999556 12:0.8238683206455627 
1:-31.413751884951893 2:13.918901532011796 3:2.399181100769121 4:7.34989301778587 5:5.300207388046492 6:5.222765413330023 7:3.4581454991314593 8:4.054821027146707 9:-0.01067207660497882 10:2.014359274875805 11:-0.19002261465092074 12:0.39630729650882435 
1:-13.191370983631089 2:12.223588487118738 3:5.135301909640836 4:2.5090201851995797 5:4.681809217714805 6:2.9868026268067345 7:2.6749266453873286 8:4.538872249030871 9:3.989095817812044 10:4.533156994875098 11:1.3061283984043843 12:-0.7973177012217088 
1:-10.538103353964248 2:12.152019679098926 3:5.4592266477871565 4:2.4810038402995036 5:4.639224924154455 6:4.1093267322926685 7:2.5563372820608565 8:2.0962502755529897 9:1.6633181414603226 10:1.4225294301121092 11:-0.07219643137791243 12:-0.3620514471892651 
1:-13.941206474890663 2:13.003523261535184 3:6.265815267013981 4:4.3096387528389215 5:4.51936150348119 6:2.5693208874849067 7:3.609605251216949 8:4.786442716649859 9:0.009584041411033528 10:0.8448810633956805 11:0.08780126637068308 12:0.667445348996275 
1:-7.644632682839686 2:12.666768383521733 3:7.279439081023259 4:4.017584729220962 5:1.761319152496089 6:3.2544199487615346 7:3.3114040174074617 8:1.9129637276160067 9:0.36569143781822555 10:2.4757107857029697 11:1.3276196035886163 12:-1.0752090482088703 
1:-4.1563803293459705 2:10.458729209369913 3:7.85756913301212 4:4.7116614425281025 5:4.170847159974178 6:2.4111132818671517 7:1.1041750301851845 8:-1.1295703409407694 9:-3.115839204238643 10:-2.2718219733850975 11:-0.029436928610104218 12:3.0203550415245863 
1:-7.711241803332781 2:10.113308749350423 3:5.786507609803674 4:4.00883942995272 5:3.3171055274914316 6:0.4750459060737475 7:-0.5761665882631866 8:-0.6898489038939317 9:-4.387238924151359 10:-3.9946221944983162 11:-1.7734379849496706 12:-0.9082014014184533 
1:-19.638826370934908 2:10.6601906913258 3:1.7951759245566006 4:2.5917916493658284 5:1.277798591795233 6:-0.8341063617275781 7:-0.14330588859105364 8:-0.48124016868028896 9:-0.8577166080735193 10:1.2228267030716606 11:0.27190996138053425 12:-0.45262101464968585 
1:-16.676955849195863 2:11.754962744068091 3:4.039126925970989 4:2.4242216106078978 5:2.2014569180567367 6:2.6949115620661734 7:-0.059019631932792915 8:-1.5475604413025497 9:-2.2006312527793996 10:-0.664791671076286 11:-0.5135606010875088 12:0.18854612670048454 
1:-2.7379986708070305 2:12.81228917170266 3:-3.4633733762359937 4:-2.260299046607042 5:1.1936851683810188 6:2.1550588794167784 7:1.0132703736033284 8:3.1456130019978983 9:0.23504931764120385 10:-2.0531701308968424 11:-2.4530871287490594 12:0.7547877433456631 
1:-11.442298765690035 2:13.906007623043655 3:-11.506004749786133 4:-1.4925124855643828 5:2.137376317966537 6:4.854344609264973 7:1.0661499197045488 8:-4.035279324426587 9:-0.9172128378371404 10:0.7537490938341922 11:2.5493902528983003 12:3.642755220152638 
1:-17.383956058641193 2:18.470007952186386 3:-18.150470082650205 4:-3.1493219208900896 5:-1.1165243409971999 6:3.864896831734697 7:-1.4430948088545792 8:-5.544959801598349 9:-3.29738169514584 10:-1.8597570799405276 11:2.9974481460847837 12:0.7904495214405967 
1:-17.306995695258276 2:8.73882236789145 3:-10.971686259499743 4:-6.074845669219381 5:2.5045212223116637 6:7.470213311143415 7:2.4167146567649507 8:-1.4379595841897663 9:-1.062789033467851 10:1.232953031540692 11:2.0476080217996504 12:-0.487863451192009 
1:-13.265749251004829 2:10.065960113961932 3:-2.2558417329050093 4:0.05802122527508757 5:3.9397667688663818 6:3.9197016253594743 7:0.9711757257726485 8:-2.3543355568615993 9:-4.618943690091742 10:1.207724354882756 11:2.8406640044178317 12:0.30933249482694214 
1:-8.521855605721461 2:11.622054909676628 3:5.2666238079639465 4:2.7270141663842726 5:0.40971975449526776 6:-1.1239934720693419 7:-0.8479018304814401 8:-2.2018049624819227 9:-2.089574908665127 10:-2.953571873710981 11:-2.439023295182054 12:0.4275180103342541 
1:-7.558210993823031 2:12.35297702403718 3:7.0609882147985985 4:2.38716227038719 5:0.7724405704092987 6:1.4792832889872354 7:2.0398218583280903 8:-0.11991630460567682 9:-1.5128372308712983 10:-2.1490820152845256 11:-2.3304890600442754 12:0.44933666167329556 
1:-2.9938932942697023 2:13.16537001057387 3:6.600600386033085 4:2.897095595870352 5:4.249288384170041 6:0.528214328363029 7:-0.10575144179590629 8:-2.846164749775369 9:-2.8513870024586105 10:-0.14921515098274168 11:-1.715287585518502 12:-1.0884043254831142 
1:4.174909226061992 2:9.867334451735685 3:6.024043561255967 4:2.6703253699975673 5:1.47502136809172 6:1.5872675517818458 7:2.1145655371213055 8:-0.4777070453582982 9:-1.0863615784440028 10:-0.2244787947717811 11:-0.8545434120698436 12:0.5987516208594053 
1:-11.894417665149229 2:12.481099034439838 3:6.621155327302928 4:4.376608071385418 5:4.165277355596906 6:3.516867752595013 7:0.15276976111185037 8:0.5109134441294559 9:2.737326897483014 10:1.4552479710303499 11:-0.5295008057185538 12:1.0084491319691682 
1:-28.428588636731828 2:17.32725936697072 3:0.9473860098505562 4:8.041909117356544 5:2.421489736248582 6:6.525220983951303 7:2.242351564042134 8:2.314693085829415 9:1.398295263422777 10:4.028183331614338 11:-0.5017460980093165 12:-0.48552896264873713 
1:-31.45598826120768 2:23.42394944374559 3:-0.9982662626353598 4:11.546164257584373 5:-1.416792355966598 6:7.256509148639476 7:0.9207657572174832 8:4.3502685730032615 9:-0.18149876726167014 10:0.2640776790921282 11:-0.24644010218789703 12:-1.1354674896422559 
1:-7.8698855658554985 2:11.201020373080663 3:5.134850119869365 4:3.7159835323298056 5:3.4553207432486834 6:2.5142249371098826 7:1.1312171811495102 8:4.143350096019188 9:3.777277325682614 10:3.3276178395295832 11:-0.43127991102657653 12:-0.8158680466658644 
1:-7.095849718717236 2:14.633226279068126 3:6.798538309694394 4:3.7135991197363136 5:4.031820204534306 6:0.5910157113527322 7:0.8118258251764071 8:3.9661100683354085 9:0.6380447640358414 10:1.271379650354752 11:-1.4532042932825335 12:-1.0814829790031453 
1:-1.1464744896069836 2:12.94410540773282 3:8.029768291184908 4:3.606003819339084 5:1.6833848963481113 6:3.288799374573187 7:0.5970781763857743 8:1.1128143678576081 9:2.7013010331980465 10:2.2994527330890024 11:-0.4023571856417318 12:-1.631939983082704 
1:-28.689410116544597 2:16.659836186759126 3:5.83798404788811 4:7.396986460686939 5:-1.9337464262039568 6:5.16965591788603 7:2.250190801618643 8:3.4122249935947124 9:0.5109697673177211 10:3.664167750802972 11:0.8245208836262186 12:2.031502234893285 
1:-16.453067974245805 2:14.10689782731178 3:8.18942501752002 4:4.655170275467623 5:5.04554709445312 6:3.419945912720191 7:1.1950254816707204 8:2.80470718644938 9:1.98817535078812 10:3.353510101180584 11:-2.1693359032108557 12:-1.0575514017578997 
1:-24.876407106925054 2:15.587362497305108 3:5.01406985815306 4:5.161300704129239 5:0.6214291579025639 6:3.54777830556362 7:2.6720932555125225 8:2.1864723666835264 9:1.882710128000808 10:5.8652372559801735 11:2.000706411354757 12:0.26596772110769673 
1:-13.149370187175267 2:13.107209505761942 3:8.33108065007009 4:5.79873754631216 5:4.855942990757194 6:2.3569778865258533 7:3.3138359388454766 8:0.9088971987617703 9:-1.7298860660894304 10:1.3956265294520984 11:-0.5103721731803479 12:0.5813559299727891 
1:-3.3815030931235888 2:10.243869410191746 3:6.221081799707307 4:5.795480332324662 5:1.8531558207591194 6:0.1894086043536804 7:1.9393689177295834 8:-1.23430220629557 9:-2.810668689477276 10:-1.1634132631460652 11:-1.6352886973413463 12:0.7830850052577759 
1:-0.42418531728735065 2:7.787872798182534 3:0.5009012762373138 4:8.730934310572353 5:1.1923143197341544 6:-2.0303065548267574 7:2.091377367157925 8:-0.8293936020606818 9:-2.9420643383381235 10:0.9217888754008972 11:-1.3623040141880933 12:-2.813034126652205 
1:9.657841751501536 2:2.1399852563549695 3:-5.201502314279739 4:6.370650849357732 5:-1.0126134461191294 6:-2.2920541138094843 7:2.3609242295357333 8:0.735601157598903 9:-0.962975641822488 10:1.9650951649228017 11:-0.9281182743873985 12:-2.533529116426472 
1:-9.490836690637076 2:16.4378505423774 3:0.7580092504756499 4:3.4531523667529225 5:2.590993757811976 6:3.2718303772674098 7:4.078687723710836 8:-0.4380796208123039 9:-0.6137146862109424 10:1.9123382577042807 11:-0.36802282621341 12:-0.8859076898018092 
1:-11.469227872394045 2:14.470041117039383 3:2.2181626022427867 4:4.474381501568594 5:4.98299935087295 6:2.902662023208234 7:1.9781626203424196 8:-1.2266546173482369 9:1.272421000632247 10:4.036968156114624 11:0.906855991023567 12:0.45660228623679533 
1:-25.826850942272593 2:18.807568401171203 3:-5.419993329103798 4:8.654706382985106 5:4.0648896771239045 6:7.006842660665586 7:8.406967979644923 8:2.8964011938582783 9:1.602658701007242 10:2.9853861517773943 11:1.847002203305927 12:-0.6738583055580971 
1:-14.52940847381232 2:13.268889752005945 3:2.2784664600668507 4:6.821183151481271 5:5.525578058340905 6:3.9657111480825056 7:5.174254618441723 8:-0.0692855178842604 9:-0.12849271086539282 10:3.415845271801256 11:2.4700693984360678 12:0.9124349379886467 
1:-6.3038691254718575 2:12.573278373440887 3:5.529986091886307 4:6.284409747780902 5:4.253246381600544 6:1.852861016318593 7:3.207068118438821 8:0.5555020083592574 9:1.4439033093646798 10:3.031141634538379 11:1.0150413569169077 12:-0.2625086209705966 
1:-7.056328682340752 2:8.294536724607761 3:6.494723883141297 4:7.7958960376059 5:3.8086879050193763 6:1.1495813645656496 7:1.9658118120829267 8:1.254512805290081 9:3.5253870663228772 10:5.374804447398416 11:2.565748977197245 12:-1.176635286250591 
1:-5.390565904629748 2:10.133277862616016 3:4.982723601465403 4:5.264769659525894 5:3.043370499577745 6:2.3306727801845333 7:2.629734078197513 8:0.7371969831696992 9:2.598120244924334 10:4.726198950977619 11:3.124780325812761 12:-0.6191036623188624 
1:-30.585518316907653 2:18.510114249364477 3:-0.011686499635148895 4:9.284201152406057 5:1.2031545650220536 6:7.447150833779492 7:4.007988993757662 8:1.7916664732812875 9:3.260603508376533 10:2.708407718749415 11:1.1306613241795835 12:-1.8571632820973805 
1:-8.584780296050424 2:10.080391293484809 3:4.492103956888873 4:1.7836203378968798 5:3.135950418692822 6:5.40106845895624 7:5.933678081625766 8:2.7960793703450215 9:1.3777765894871323 10:1.2033244975296602 11:-0.38720206440343263 12:-0.041767251465289146 
1:5.01583329153219 2:11.234973825260571 3:5.49451355443109 4:3.6599738991475768 5:2.0656665717977085 6:0.7595133522515305 7:1.259645852003188 8:-0.291048459161491 9:-2.351819966159151 10:-1.8107082159045125 11:-0.4801205548178902 12:0.1682849365324725 
1:-4.857203496309128 2:12.705829545824017 3:5.912332122736249 4:3.6241227315324682 5:1.6930115275292765 6:1.248175569671491 7:3.5738754758596416 8:0.9225645345716582 9:-4.406365377608789 10:-2.265415529333631 11:0.3114950712726191 12:0.9005803344472074 
1:-5.717906635092541 2:12.266567046218142 3:4.3408240252748955 4:1.6852071651429315 5:0.7116200879271308 6:0.6375649944215181 7:-0.9617349126309658 8:-2.741594040468631 9:-1.9149225925237272 10:-1.800964290145818 11:-0.027249533807385373 12:0.9604271314108801 
1:-5.9646990132812 2:7.616362928304311 3:4.3495956650244185 4:2.9258731117770553 5:0.46677144431881845 6:0.5045195128962222 7:1.092624570437939 8:-2.8928387333055716 9:-4.9791930705881615 10:-3.806314485150063 11:-2.4278700027043607 12:1.4108562317846305 
1:-12.713839913274926 2:8.943085319438321 3:1.5021432366532674 4:0.7892332802820327 5:-1.5004384179032786 6:-2.390923662663172 7:-1.8079701745179144 8:-2.1277134246576317 9:-4.186077690106482 10:-2.7571468715285277 11:-2.9236167562750235 12:-1.38214304921382 
1:-6.190963699721563 2:11.700479623627963 3:3.583287203963936 4:-0.18385949050152461 5:0.7037979758576528 6:-1.1898655436532275 7:-0.9802547363709002 8:-2.810641333987636 9:-6.5147583670954035 10:-5.247700287105514 11:-2.6618155445725296 12:-1.0838327793764573 
1:-19.709562929332634 2:16.668207645787984 3:3.4733376659055395 4:4.997719976576997 5:3.150876906459482 6:2.4129994991269097 7:2.934030077631994 8:2.7898147267579727 9:0.42663349306367837 10:1.1640050896598442 11:-1.1109068404919742 12:0.44620364755469666 
1:-18.868200225165094 2:15.9400240689196 3:4.050712559729182 4:4.813930957837432 5:2.9372875344406086 6:5.71165752428622 7:3.313922374888777 8:1.620302632894086 9:0.48226135533797243 10:1.5705474085497704 11:1.694856799434491 12:-2.040749669558653 
1:-11.82501066069443 2:11.1662929739068 3:6.078607695242413 4:6.11128909383976 5:5.979830603375458 6:1.8527879353410688 7:-0.7334450299390636 8:0.47176224635931635 9:-0.00964351363124516 10:-0.2516760593177856 11:0.8970837164951291 12:-1.123245051786665 
1:-10.224597664701657 2:15.789915528252557 3:5.747805771951341 4:3.000914672422436 5:1.219091206761171 6:0.697036582972064 7:2.5608481984836473 8:1.2706302374630445 9:-2.1515693196229817 10:-0.22785634204436445 11:-0.20017507343013952 12:-0.16222847902181703 
1:-2.5456850982263277 2:11.804194554337423 3:4.726204846117655 4:2.731438322876013 5:3.5744382552055254 6:1.6939138088146608 7:0.828931030305601 8:-1.1667291228109322 9:-1.9219831796260238 10:-1.5799886709247764 11:-2.198649412319066 12:-0.3313654813842464 
1:-0.9965821361344404 2:11.67736574355694 3:3.9777317299268082 4:0.6872934378453324 5:1.220333381894199 6:2.583572245063258 7:3.1758605226215133 8:0.033256250685388455 9:-0.8494884628825949 10:-0.932989317340929 11:-0.6945907388869291 12:0.48410952659178924 
1:-5.419034615085276 2:11.195023878813505 3:4.432447944890114 4:2.6157857044944253 5:2.7360453330223273 6:1.216668681300927 7:2.5915834510099143 8:2.8948189430360887 9:1.0447323894094906 10:-3.307480940487799 11:-2.999842932575561 12:0.9430379782420152 
1:-0.4373896629558792 2:9.820560135662467 3:5.418381702935794 4:1.2564837269669342 5:0.7931219986607425 6:1.532972468685286 7:1.6076786795049989 8:-0.23504126365142797 9:-3.0214381149587726 10:-4.002875354880225 11:-1.330759594106434 12:1.9834574308108306 
1:-10.469828392314161 2:12.323475205871636 3:3.761400524373596 4:1.2992908394896352 5:-0.24101381379806208 6:0.002975639847059286 7:1.3322537184092802 8:1.3306429469569196 9:-1.6036621576598886 10:-1.811536743128328 11:-1.0631489121190931 12:1.1499103848042682 
1:-9.365279607202595 2:13.058377851439097 3:5.44321443494299 4:2.9550673304800354 5:2.0726271364137925 6:2.4815522357409083 7:1.7033657333951813 8:0.5585768781239702 9:0.9672507019720225 10:2.4598771697254507 11:0.678491607379992 12:-0.73240064767101 
1:-28.456243458015443 2:19.33300932732482 3:3.7952595052544744 4:5.495244081206374 5:0.14621928531401052 6:5.925474557147808 7:4.571841218768158 8:2.703886008005094 9:1.7939014735554646 10:3.8950318421457304 11:2.854601797727063 12:-1.794704201081418 
1:-35.04234375625296 2:20.535107182917137 3:1.2278246095230476 4:10.140831611233665 5:1.6069779358026115 6:9.11220516926651 7:3.4934164679392046 8:4.214488534659365 9:1.582684132451694 10:1.7040233595465557 11:1.3466760809491238 12:-2.5909292206180563 
1:-31.163632370624512 2:17.216816652274826 3:3.9746004487537077 4:6.7024071620326495 5:4.129594541849388 6:7.234013732534562 7:4.7073419684698505 8:5.3985349446017015 9:2.52993320601044 10:1.342276793439369 11:-0.08334041084863375 12:-0.7537375265080937 
1:-29.473605686148368 2:21.799434449110187 3:0.7669053888587762 4:8.70192502421393 5:3.4788623878275007 6:7.77613496815536 7:3.0114130906127086 8:4.422809409705523 9:3.090913037652406 10:2.667304299036516 11:1.3388952156500613 12:-1.910117213402418 
1:-28.35419828491205 2:16.820001215938735 3:3.0315825072501776 4:8.557012688769625 5:4.366008960949731 6:7.7679831847983865 7:5.867843652428537 8:6.045220112358306 9:1.6772592585106434 10:-0.4552380598546364 11:-1.2936148314717708 12:-0.285609915891887 
1:-27.78807978529889 2:22.94590255078908 3:3.187652286978943 4:9.14085628905444 5:2.7085508712257806 6:2.610024446406177 7:1.057399655229859 8:1.5549784370845552 9:1.7986065655133605 10:1.598692721626903 11:-0.002763153287487441 12:2.686902994286063 
1:-1.9181353635814093 2:12.67533759352527 3:6.382229971052063 4:2.2469568187442794 5:0.6889270232743278 6:1.978290280915455 7:4.29188086945941 8:2.76569735882331 9:0.97141732928773 10:0.5358674483156534 11:1.5235797589727635 12:-0.24667937485561992 
1:-3.118835647257699 2:12.872915572052168 3:5.503079325465225 4:2.6737338081258506 5:3.5535969069545645 6:2.2558062080397634 7:1.985135761750767 8:1.030441802950537 9:-1.5280978737622535 10:-4.713389364212542 11:-1.448057489337581 12:0.09843432909520067 
1:-4.557703504952703 2:12.678835370754584 3:5.014160097791797 4:2.0416906188056902 5:3.9289169330476397 6:0.9847138310844981 7:-0.3033166043554471 8:-0.6151026764606251 9:-1.9574377191022947 10:-1.5223240962722047 11:0.0644571556567104 12:1.4211890750922818 
1:-7.313342767409568 2:9.817844906182266 3:3.262142547607132 4:1.36026921287544 5:2.313203212726011 6:2.688812730203271 7:2.606122007911247 8:0.11174860334084302 9:-0.10009931271012196 10:1.2652587427028366 11:-0.6855624031404998 12:-0.8374679868193234 
1:-16.957505580725595 2:10.555209328976714 3:3.2907449015133565 4:3.3856018373706793 5:2.8726745542537286 6:0.04695681722979694 7:2.5641578050912663 8:3.8217462048452884 9:2.061383001986322 10:1.9602128531948575 11:1.1333998074184248 12:-0.7465241982607247 
1:-4.244563294418738 2:11.525353290789257 3:7.588251443268829 4:5.378759308556497 5:4.26746987064611 6:2.3908868986934895 7:0.8346952204485074 8:-0.7196308785081014 9:-0.6330431045546778 10:-0.8222048918799976 11:-0.657606436883019 12:-0.43605073377616393 
1:-34.16428655911328 2:23.543022865395628 3:0.28105785804637673 4:11.582788524439765 5:2.6652541127835914 6:4.535805063868797 7:8.121674515330039 8:0.10660731078513574 9:3.1058809362706956 10:1.9364034167939168 11:-0.4339076751065081 12:-0.19684073925342283 
1:-19.54006911117471 2:19.750850626791323 3:-1.0369297148847783 4:9.438909960298911 5:5.312201093329421 6:2.5549380519428357 7:6.513918594174199 8:2.6072361027227773 9:2.806264573443216 10:3.9375306173450833 11:2.5265935621172426 12:-1.1845892456590585 
1:-22.56340005413006 2:23.515653568215104 3:-2.1510775193057627 4:10.04091955077664 5:3.6848813319557525 6:2.0719974518496462 7:4.386696853152047 8:0.9287289495753823 9:5.966688341002337 10:4.621332936115751 11:1.5297632020704324 12:0.5471385524706176 
1:-31.316007720704864 2:23.981529542378837 3:0.33718519968586724 4:11.462421571892898 5:5.650699687686508 6:6.095707425392861 7:6.481962802108383 8:1.1317657973945188 9:6.400017390927895 10:2.3120421832328892 11:-0.8409284474217338 12:0.494760664755745 
1:-27.168724894146173 2:19.546800916536732 3:4.259767813605984 4:9.07613206908458 5:6.0434681027911665 6:5.984928749468793 7:5.606255271513177 8:2.3073554721925986 9:5.110313319971967 10:2.6604763107439915 11:0.264031831940996 12:0.1453390211520993 
1:-24.679864266486053 2:23.199912494583337 3:6.675495506472961 4:9.692327044203507 5:2.6330628747527847 6:6.138412394610006 7:6.076850323853309 8:0.5451846728399314 9:3.8278991413104415 10:1.100336721485623 11:-0.5312153649842097 12:1.1869298371854946 
1:-33.041435704681945 2:32.62858668801916 3:-2.068024421068323 4:12.770245325451594 5:1.2505705934399542 6:7.611342471391383 7:4.731801796628627 8:0.7488422617208843 9:4.333290616886124 10:-0.6008329617771992 11:1.4301002854552904 12:-0.6347328613880729 
1:-28.730694111763007 2:21.621429606988134 3:6.443900993751026 4:8.87297449523353 5:3.0466910847688213 6:3.7799860982048 7:5.233552204106165 8:4.0047477389958015 9:3.0264083645038684 10:1.1852245946988742 11:2.074005779034051 12:0.07480406770042869 
1:-28.9470703943762 2:21.158407669399175 3:4.724817410717241 4:9.158388111495281 5:2.559487334641786 6:2.943779800183342 7:4.41444828285947 8:5.707397440112887 9:4.132390180392182 10:-0.5413512710143862 11:0.2612020238036772 12:0.4209779446057811 
1:-4.101316681165351 2:13.290202905468865 3:5.983972617098176 4:4.129926941260318 5:3.181419710543383 6:1.2033984558168396 7:1.4156324047436102 8:-0.40924410524366717 9:0.05967595890710076 10:2.403357525373096 11:1.5945403321630343 12:-0.3407674474287835 
1:-26.577458019282727 2:13.456706805258627 3:3.659260932807187 4:3.253374904782357 5:-1.0433963628339924 6:0.3812587285558602 7:-0.15615604701749497 8:-1.2117682831888363 9:-0.505280625293919 10:0.7748746697359482 11:-2.0515252931672996 12:-1.2814235218288887 
1:-13.63220458307429 2:13.099820474508562 3:6.604505218797768 4:3.51775177758434 5:4.124196007806805 6:1.6030721818360782 7:0.6299546872754161 8:-0.15704816511981368 9:-1.467166266867373 10:-2.387102343871915 11:-0.751767107961132 12:-0.1984085281416973 
1:-33.89043018188733 2:23.07366466163991 3:-1.8247332274015835 4:7.2469591437280805 5:-0.1941956801101301 6:6.907438766118874 7:2.6381385702270803 8:1.609428927696253 9:-0.23130456473607097 10:4.265051157583438 11:2.3646366522621833 12:-1.8801059227638985 
1:-19.448238706244563 2:15.672752146818379 3:6.6624443109276275 4:2.0853971415011823 5:2.00638771362106 6:3.865852402619802 7:4.830115663826357 8:1.9318468040420624 9:1.0798686166863996 10:0.5698819586873841 11:-1.6714977680409326 12:-2.3522605865688346 
1:-10.749484109431867 2:13.108035110897225 3:4.423926279916881 4:1.2458954310448975 5:2.2635065811139747 6:2.820956651443835 7:1.8345776363641573 8:-0.5407869629397087 9:-3.268311059017187 10:-4.419650053530434 11:-2.0167106679920574 12:-0.009497497465675409 
1:-17.641713003942208 2:13.459696505349566 3:3.016135188640797 4:2.810727709448183 5:4.402372008887593 6:4.43454929099053 7:5.109512238428942 8:5.67139406431298 9:3.6152619375508523 10:0.3926866812428723 11:-1.8916183807752216 12:-2.905155022828004 
1:15.703747568306778 2:11.638560250713404 3:5.976953937919403 4:-0.8535442266939627 5:0.9632475595851137 6:3.085012271609765 7:2.9396119547432336 8:1.125930850157713 9:-1.1660134693326065 10:-2.781845862726968 11:-2.3194491083474067 12:1.2490956857557003 
1:-15.649748276392549 2:16.41005384250824 3:4.519303964996733 4:3.3641870602706625 5:0.6381281670502128 6:2.793521545732223 7:6.241045154817782 8:8.496618813690372 9:4.708473111257405 10:0.6096318813311165 11:-0.47064003231554785 12:-1.0839234340348525 
1:-24.578766966506617 2:19.53227619299485 3:2.7116281299484144 4:6.446920151692469 5:0.2606950610156473 6:3.997414057467073 7:5.902311926606375 8:6.586576219040743 9:4.644790264352526 10:2.4083283744496833 11:-1.2400182663639476 12:-2.252650061143798 
1:-20.44073659248894 2:20.20749562343405 3:4.506154025882264 4:4.329072630516981 5:0.7688672761659892 6:5.334988818257051 7:7.3098929210549946 8:6.897324977316272 9:3.7490009985829635 10:2.403856163056407 11:-1.4078161132000462 12:-2.7145666457820683 
